Column1,Column2,Column3,Column4,Column6
USC00109294,425833,-1144667,11250,TWIN FALLS 2 NNE              
USC00109299,425333,-1144167,11500,TWIN FALLS 3 SE               
USC00109303,425458,-1143461,12070,TWIN FALLS 6 E                
USC00109380,445333,-1159667,-9999,VAN WYCK                      
USC00109493,474667,-1159333,8449,WALLACE                       
USC00109498,474753,-1159314,8260,WALLACE                       
USC00109560,452658,-1156789,18005,WARREN                        
USC00109601,429728,-1114097,19617,WAYAN                         
USC00109637,442500,-1169833,6370,WEISER TELEMARK               
USC00109638,442456,-1169697,6462,WEISER                        
USC00109658,427500,-1146667,-9999,WENDELL                       
USC00109692,461167,-1165000,-9999,WESTLAKE                      
USC00109698,420358,-1119617,14515,WESTON                        
USC00109739,457503,-1163231,4307,WHITE BIRD                    
USC00109760,424333,-1162000,-9999,WHITE'S                       
USC00109840,462333,-1166167,12049,WINCHESTER 1 SE               
USC00109846,462381,-1166233,12107,WINCHESTER                    
USC00109885,440333,-1120000,15850,WOODROW                       
USC00109900,435500,-1124333,18136,WRENSTED RANCH                
USC00109950,449628,-1154961,15392,YELLOWPINE                    
USC00109951,448542,-1155114,15545,YELLOWPINE 7 S                
USC00109963,455450,-1152514,7559,YELLOWPINE BAR                
USC00110050,385411,-896289,1311,ALBERS 1 W                    
USC00110055,383778,-880569,1615,ALBION                        
USC00110072,412069,-907419,2237,ALEDO                         
USC00110082,410578,-905656,2048,ALEXIS 1 SW                   
USC00110137,388669,-901489,1234,ALTON - MELVIN PRICE L&D      
USC00110140,411203,-901642,2332,ALTONA                        
USC00110146,417225,-893367,2301,AMBOY WATER                   
USC00110187,375222,-892486,1807,ANNA 4 N                      
USC00110195,414000,-899167,1920,ANNAWAN                       
USC00110203,424811,-880994,2286,ANTIOCH                       
USC00110211,424483,-900517,2499,APPLE RVR CANYON ST PK        
USC00110231,396900,-882925,2070,ARCOLA                        
USC00110247,420333,-879667,2070,ARLINGTON HEIGTS 4 SS         
USC00110251,397103,-884886,2042,ARTHUR 1W                     
USC00110286,418500,-892667,2530,ASHTON                        
USC00110305,400008,-897172,1829,ATHENS 2N                     
USC00110306,399275,-897964,1811,ATHENS 4SW                    
USC00110315,398000,-885000,2033,ATWOOD                        
USC00110317,398000,-884167,1981,ATWOOD                        
USC00110330,402331,-909467,2036,AUGUSTA                       
USC00110338,417803,-883092,2057,AURORA WATER                  
USC00110356,406633,-904447,1951,AVON                          
USC00110440,421500,-881333,2710,BARRINGTON                    
USC00110442,421153,-881639,2691,BARRINGTON 3SW                
USC00110445,396833,-910500,2170,BARRY                         
USC00110456,405978,-897039,1829,BARTONVILLE 5SW               
USC00110492,400164,-904278,1362,BEARDSTOWN                    
USC00110497,399333,-905333,1311,BEARDSTOWN LAGRANGE DA        
USC00110500,391811,-887828,1853,BEECHER CITY                  
USC00110509,382333,-887500,1369,BELLE RIVE                    
USC00110583,422550,-888639,2295,BELVIDERE WWTP                
USC00110591,398333,-885833,2100,BEMENT                        
USC00110598,403444,-911125,1981,BENTLEY                       
USC00110608,380336,-889203,1356,BENTON 2 N                    
USC00110761,404961,-889994,2335,BLOOMINGTON WTR WKS           
USC00110764,404864,-890864,2597,BLOOMINGTON 5W                
USC00110766,405167,-890000,2411,BLOOMINGTON NORMAL            
USC00110781,397500,-905333,1646,BLUFFS                        
USC00110803,411758,-879353,2006,BOURBONNAIS 3NW               
USC00110868,411461,-896289,2377,BRADFORD 3SSE                 
USC00110987,402258,-907642,1692,BROOKLYN                      
USC00110993,371275,-886531,1006,BROOKPORT DAM 52              
USC00111020,389544,-889583,1615,BROWNSTOWN 4 SW               
USC00111083,398967,-893811,1871,BUFFALO 3NNE                  
USC00111160,385669,-901942,1219,CAHOKIA                       
USC00111169,370044,-891786,823,CAIRO RIVER                   
USC00111212,385989,-879739,1341,CALHOUN 5 SE                  
USC00111230,403833,-903333,1951,CAMP ELLIS                    
USC00111236,410525,-896569,2286,CAMP GROVE 2SW                
USC00111250,405378,-900422,1951,CANTON                        
USC00111265,377308,-891658,1189,CARBONDALE SEWAGE PLT         
USC00111280,392881,-898697,1862,CARLINVILLE                   
USC00111288,386000,-893667,1399,CARLYLE                       
USC00111290,386250,-893631,1527,CARLYLE RSVR                  
USC00111296,381497,-882244,1189,CARMI 6 NW                    
USC00111302,380825,-881733,1177,CARMI 4 NE                    
USC00111304,388833,-899000,1591,CARPENTER 1 SW                
USC00111316,404089,-911278,2012,CARTHAGE                      
USC00111329,392975,-879747,1890,CASEY                         
USC00111386,385556,-891297,1478,CENTRALIA                     
USC00111412,400642,-901511,1366,CHANDLERVILLE RIVER           
USC00111420,413978,-882819,1539,CHANNAHON DRESDEN ISL DAM     
USC00111430,397714,-903331,1804,CHAPIN 4E                     
USC00111436,394761,-881653,2134,CHARLESTON                    
USC00111447,407500,-882864,2201,CHATSWORTH                    
USC00111455,410000,-879000,1814,CHEBANSE                      
USC00111458,410092,-878242,1814,CHEBANSE 5 E RIVER            
USC00111475,407408,-887181,2192,CHENOA                        
USC00111491,379019,-898308,1189,CHESTER                       
USC00111497,421400,-877853,1920,CHICAGO BOTANIC GARDEN        
USC00111522,416667,-876167,1798,CHICAGO CAL TREAT WKS         
USC00111526,418833,-876167,1829,CHICAGO GRANT PARK            
USC00111527,415000,-876333,1920,CHICAGO HEIGHTS               
USC00111532,419667,-876667,1981,CHICAGO LAKEVIEW PUMP         
USC00111537,420000,-876667,1801,CHICAGO LOYOLA UNIV           
USC00111542,419667,-877500,1981,CHICAGO MAYFAIR PUMP S        
USC00111547,419667,-877000,1829,CHICAGO N BRA PUMP STN        
USC00111550,418558,-876094,1777,CHICAGO NORTHERLY IS          
USC00111552,417000,-876333,2009,CHICAGO ROSELAND PUMP         
USC00111557,418167,-876500,1951,CHICAGO RACINE PUMP           
USC00111562,419000,-876333,1920,CHICAGO SAN DIST OFC          
USC00111564,417500,-875500,1859,CHICAGO S WTR FILT PLT        
USC00111567,419167,-877167,1829,CHICAGO SPRINGFLD PUMP        
USC00111577,417372,-877772,1890,CHICAGO MIDWAY AP 3SW         
USC00111584,418833,-876333,1801,CHICAGO WB CITY 2             
USC00111627,409153,-895031,1631,CHILLICOTHE                   
USC00111636,398039,-876661,1981,CHRISMAN                      
USC00111648,418500,-877667,1859,CICERO                        
USC00111655,400083,-887267,2097,CISCO                         
USC00111664,385047,-884094,1384,CISNE 2 S                     
USC00111691,388011,-879281,1417,CLAREMONT 6N                  
USC00111700,386058,-883117,1402,CLAY CITY 6SSE                
USC00111743,401375,-889672,2118,CLINTON 1SSW                  
USC00111767,400167,-911667,-9999,COATSBURG                     
USC00111775,375000,-892500,1890,COBDEN 2 S                    
USC00111825,386667,-899833,1710,COLLINSVILLE                  
USC00111835,417061,-891003,2758,COMPTON 1 NW                  
USC00111836,406211,-892414,1951,CONGERVILLE 2NW               
USC00111838,406000,-892000,2262,CONGERVILLE                   
USC00111841,416667,-903500,1814,CORDOVA                       
USC00111944,382167,-896500,1524,COULTERVILLE 3 NW             
USC00111992,376167,-888333,1530,CREAL SPRINGS                 
USC00112011,414492,-876222,2024,CRETE                         
USC00112048,422611,-883953,2838,CRYSTAL LAKE 4NW              
USC00112125,409369,-900881,1798,DAHINDA 1NE                   
USC00112140,401392,-876478,1692,DANVILLE                      
USC00112143,401333,-876500,1771,DANVILLE HOSPITAL             
USC00112145,401019,-875961,1634,DANVILLE SEWAGE PLT           
USC00112150,401333,-876500,1710,DANVILLE WTR WKS              
USC00112178,413867,-887906,1408,DAYTON RIVER                  
USC00112193,398289,-889506,1948,DECATUR WTP                   
USC00112197,399078,-889564,2042,DECATUR 4N                    
USC00112223,419342,-887756,2676,DE KALB                       
USC00112286,420500,-879167,2140,DES PLAINES 1 NW              
USC00112330,393667,-881333,2009,DIONA                         
USC00112332,393500,-881667,1859,DIONA 3 SW                    
USC00112344,384628,-889433,1835,DIX                           
USC00112348,418350,-895136,1981,DIXON WWTP                    
USC00112353,374389,-886678,1606,DIXON SPRINGS AGRIC CTR       
USC00112397,407833,-900833,1981,DOUGLAS                       
USC00112417,404333,-888667,2423,DOWNS 2 NE                    
USC00112447,382167,-892167,1609,DUBOIS                        
USC00112470,419058,-882556,2313,DUPAGE AP                     
USC00112483,379878,-891931,1280,DU QUOIN 4 SE                 
USC00112497,411000,-884167,1951,DWIGHT                        
USC00112500,411067,-884108,1905,DWIGHT WWTP                   
USC00112502,410833,-884667,1951,DWIGHT STATE REFORM           
USC00112510,415514,-889147,2109,EARLVILLE 3S                  
USC00112614,385667,-901833,1250,EAST ST LOUIS PARKS CL        
USC00112620,407081,-894808,2195,EAST PEORIA 6NE               
USC00112642,409333,-896333,2441,EDELSTEIN                     
USC00112651,375000,-885833,1920,EDDYVILLE                     
USC00112679,388094,-900033,1417,EDWARDSVILLE 2 W              
USC00112685,391064,-885311,1618,EFFINGHAM SE                  
USC00112687,391181,-886244,1905,EFFINGHAM 3SW                 
USC00112709,418742,-884728,2652,ELBURN                        
USC00112719,378167,-884500,1158,ELDORADO                      
USC00112736,420628,-882861,2271,ELGIN WATER                   
USC00112745,423161,-902269,2057,ELIZABETH                     
USC00112750,374500,-883000,1219,ELIZABETHTOWN                 
USC00112763,420033,-880069,2134,ELK GROVE VILLAGE             
USC00112781,407364,-890947,2286,EL PASO 4 W                   
USC00112800,389500,-903500,1920,ELSAH PRINCIPIA COL           
USC00112830,415167,-881667,1829,ELWOOD 8 NW                   
USC00112854,407122,-892611,2438,EUREKA                        
USC00112888,420333,-876833,1890,EVANSTON PUMP STN             
USC00112923,407517,-884989,2042,FAIRBURY WWTP                 
USC00112929,383833,-882500,-9999,FAIRFIELD NEAR                
USC00112931,383906,-883503,1408,1 ENE FAIRFIELD               
USC00112958,406333,-901667,2231,FAIRVIEW                      
USC00112993,402539,-887075,2271,FARMER CITY 3W                
USC00113055,391167,-892667,1981,FILLMORE                      
USC00113058,395514,-888069,2134,FINDLAY 2NW                   
USC00113061,403253,-883464,2198,FISHER                        
USC00113106,386781,-884797,1466,FLORA                         
USC00113107,386608,-884783,1490,FLORA 2                       
USC00113109,387103,-885758,1524,FLORA 5 NW                    
USC00113120,371439,-887117,1042,FT MASSAC SP                  
USC00113132,421322,-895742,2783,FORRESTON                     
USC00113257,423000,-896167,2380,FREEPORT                      
USC00113262,422972,-896039,2286,FREEPORT WWTP                 
USC00113270,384333,-878833,1463,FRIEND GROVE                  
USC00113290,418978,-901544,1804,FULTON L&D #13                
USC00113304,378500,-886333,1280,GALATIA 1 W                   
USC00113312,423989,-904400,1951,GALENA                        
USC00113320,409464,-903856,2320,GALESBURG                     
USC00113335,411739,-900350,2469,GALVA                         
USC00113369,413500,-884333,1539,GEBHARD WOODS SP              
USC00113384,414511,-901486,1948,GENESEO                       
USC00113392,420742,-887075,2518,GENOA 2SW                     
USC00113395,407578,-894769,2387,GERMANTOWN HILLS              
USC00113413,404731,-883653,2286,GIBSON CITY                   
USC00113455,408822,-910233,1640,GLADSTONE L/D 18              
USC00113482,374333,-886667,1460,DIXON SPRINGS AGR CTR         
USC00113490,418269,-880581,2073,GLEN ELLYN 4S                 
USC00113522,373789,-884894,1079,GOLCONDA RIVER                
USC00113530,401064,-910222,2188,GOLDEN                        
USC00113572,389681,-904289,1350,GRAFTON                       
USC00113580,371844,-890658,1143,OLMSTED L&D                   
USC00113595,376592,-895103,1167,GRAND TWR 2 N                 
USC00113612,382758,-879989,1326,GRAYVILLE                     
USC00113666,393425,-902061,1646,GREENFIELD                    
USC00113683,392283,-881261,1661,GREENUP 3SE                   
USC00113693,388650,-894053,1649,GREENVILLE                    
